,geometry,FID,Activity,ActivityDa,ComName,MonYr,FinYr,Detection1,Date_S
1374,POINT Z (153.5008200000001 -27.52009399922619 0),2369,Survey,2/05/2019,Bitou bush,,2018 - 2019,2/05/2019,Jan19_Jun19
1375,POINT Z (153.5113520000001 -27.49687199922661 0),2370,Survey,30/04/2019,Bitou bush,,2018 - 2019,30/04/2019,Jan19_Jun19
1376,POINT Z (153.5109600000001 -27.49679599922663 0),2371,Survey,30/04/2019,Bitou bush,,2018 - 2019,30/04/2019,Jan19_Jun19
1377,POINT Z (153.5093340000001 -27.50172399922655 0),2372,Survey,30/04/2019,Bitou bush,,2018 - 2019,30/04/2019,Jan19_Jun19
1378,POINT Z (153.509259 -27.50157399922652 0),2373,Survey,30/04/2019,Bitou bush,,2018 - 2019,30/04/2019,Jan19_Jun19
1379,POINT Z (153.5090220000001 -27.50126799922656 0),2374,Survey,30/04/2019,Bitou bush,,2018 - 2019,30/04/2019,Jan19_Jun19
1380,POINT Z (153.496424 -27.53354199922592 0),2375,Survey,1/05/2019,Bitou bush,,2018 - 2019,1/05/2019,Jan19_Jun19
1381,POINT Z (153.495758 -27.53346899922594 0),2376,Survey,1/05/2019,Bitou bush,,2018 - 2019,1/05/2019,Jan19_Jun19
1382,POINT Z (153.4959130000001 -27.53314699922592 0),2377,Survey,1/05/2019,Bitou bush,,2018 - 2019,1/05/2019,Jan19_Jun19
1383,POINT Z (153.4948760000001 -27.53513399922592 0),2378,Survey,1/05/2019,Bitou bush,,2018 - 2019,1/05/2019,Jan19_Jun19
1384,POINT Z (153.4944770000001 -27.53796799922586 0),2379,Survey,1/05/2019,Bitou bush,,2018 - 2019,1/05/2019,Jan19_Jun19
1385,POINT Z (153.4945300000001 -27.53979599922581 0),2380,Survey,1/05/2019,Bitou bush,,2018 - 2019,1/05/2019,Jan19_Jun19
1386,POINT Z (153.4950450000001 -27.53931099922581 0),2381,Survey,1/05/2019,Bitou bush,,2018 - 2019,1/05/2019,Jan19_Jun19
1387,POINT Z (153.4945950000001 -27.54030699922578 0),2382,Survey,1/05/2019,Bitou bush,,2018 - 2019,1/05/2019,Jan19_Jun19
1388,POINT Z (153.493734 -27.54269999922577 0),2383,Survey,1/05/2019,Bitou bush,,2018 - 2019,1/05/2019,Jan19_Jun19
1389,POINT Z (153.493323 -27.54205099922577 0),2384,Survey,1/05/2019,Bitou bush,,2018 - 2019,1/05/2019,Jan19_Jun19
1390,POINT Z (153.4937070000001 -27.54342799922573 0),2385,Survey,1/05/2019,Bitou bush,,2018 - 2019,1/05/2019,Jan19_Jun19
1391,POINT Z (153.4924990000001 -27.54419699922571 0),2386,Survey,1/05/2019,Bitou bush,,2018 - 2019,1/05/2019,Jan19_Jun19
1392,POINT Z (153.4885670000001 -27.55579899922554 0),2387,Survey,1/05/2019,Bitou bush,,2018 - 2019,1/05/2019,Jan19_Jun19
1393,POINT Z (153.4876710000001 -27.55559899922552 0),2388,Survey,1/05/2019,Bitou bush,,2018 - 2019,1/05/2019,Jan19_Jun19
1394,POINT Z (153.500708 -27.51897699922619 0),2389,Survey,2/05/2019,Bitou bush,,2018 - 2019,2/05/2019,Jan19_Jun19
1395,POINT Z (153.48743 -27.5570209992255 0),2390,Survey,1/05/2019,Bitou bush,,2018 - 2019,1/05/2019,Jan19_Jun19
1396,POINT Z (153.5009500000001 -27.51901299922622 0),2391,Survey,2/05/2019,Bitou bush,,2018 - 2019,2/05/2019,Jan19_Jun19
1397,POINT Z (153.5007670000001 -27.51876199922622 0),2392,Survey,2/05/2019,Bitou bush,,2018 - 2019,2/05/2019,Jan19_Jun19
1398,POINT Z (153.5013070000001 -27.51916999922621 0),2393,Survey,2/05/2019,Bitou bush,,2018 - 2019,2/05/2019,Jan19_Jun19
1399,POINT Z (153.500798 -27.5186629992262 0),2394,Survey,2/05/2019,Bitou bush,,2018 - 2019,2/05/2019,Jan19_Jun19
1400,POINT Z (153.5008650000001 -27.51863599922622 0),2395,Survey,2/05/2019,Bitou bush,,2018 - 2019,2/05/2019,Jan19_Jun19
1401,POINT Z (153.5006990000001 -27.51855599922619 0),2396,Survey,2/05/2019,Bitou bush,,2018 - 2019,2/05/2019,Jan19_Jun19
1402,POINT Z (153.501293 -27.51803099922621 0),2397,Survey,2/05/2019,Bitou bush,,2018 - 2019,2/05/2019,Jan19_Jun19
1403,POINT Z (153.5024470000001 -27.51698699922627 0),2398,Survey,2/05/2019,Bitou bush,,2018 - 2019,2/05/2019,Jan19_Jun19
1404,POINT Z (153.50224 -27.51792599922619 0),2399,Survey,2/05/2019,Bitou bush,,2018 - 2019,2/05/2019,Jan19_Jun19
1405,POINT Z (153.5047280000001 -27.5143159992263 0),2400,Survey,2/05/2019,Bitou bush,,2018 - 2019,2/05/2019,Jan19_Jun19
1406,POINT Z (153.5043360000001 -27.51499399922626 0),2401,Survey,2/05/2019,Bitou bush,,2018 - 2019,2/05/2019,Jan19_Jun19
1407,POINT Z (153.5007660000001 -27.51857099922621 0),2402,Survey,2/05/2019,Bitou bush,,2018 - 2019,2/05/2019,Jan19_Jun19
1408,POINT Z (153.504223 -27.51599599922628 0),2403,Survey,2/05/2019,Bitou bush,,2018 - 2019,2/05/2019,Jan19_Jun19
1409,POINT Z (153.5041160000001 -27.51600899922625 0),2404,Survey,2/05/2019,Bitou bush,,2018 - 2019,2/05/2019,Jan19_Jun19
1410,POINT Z (153.4877990000001 -27.55782099922545 0),2405,Survey,2/05/2019,Bitou bush,,2018 - 2019,2/05/2019,Jan19_Jun19
1411,POINT Z (153.5036660000001 -27.51647999922623 0),2406,Survey,2/05/2019,Bitou bush,,2018 - 2019,2/05/2019,Jan19_Jun19
1412,POINT Z (153.4878190000001 -27.55774499922548 0),2407,Survey,2/05/2019,Bitou bush,,2018 - 2019,2/05/2019,Jan19_Jun19
1413,POINT Z (153.4872660000001 -27.5574869992255 0),2408,Survey,2/05/2019,Bitou bush,,2018 - 2019,2/05/2019,Jan19_Jun19
1414,POINT Z (153.4875350000001 -27.55770599922545 0),2409,Survey,2/05/2019,Bitou bush,,2018 - 2019,2/05/2019,Jan19_Jun19
1415,POINT Z (153.4872750000001 -27.55817499922546 0),2410,Survey,2/05/2019,Bitou bush,,2018 - 2019,2/05/2019,Jan19_Jun19
1416,POINT Z (153.4874160000001 -27.55832299922549 0),2411,Survey,2/05/2019,Bitou bush,,2018 - 2019,2/05/2019,Jan19_Jun19
1417,POINT Z (153.477163 -27.59270599922482 0),2412,Survey,2/05/2019,Bitou bush,,2018 - 2019,2/05/2019,Jan19_Jun19
1418,POINT Z (153.476656 -27.5926729992248 0),2413,Survey,2/05/2019,Bitou bush,,2018 - 2019,2/05/2019,Jan19_Jun19
1419,POINT Z (153.4875520000001 -27.55809299922544 0),2414,Survey,2/05/2019,Bitou bush,,2018 - 2019,2/05/2019,Jan19_Jun19
1420,POINT Z (153.5031250000001 -27.5184819992262 0),2415,Survey,2/05/2019,Bitou bush,,2018 - 2019,2/05/2019,Jan19_Jun19
1421,POINT Z (153.4770140000001 -27.5922449992248 0),2416,Survey,2/05/2019,Bitou bush,,2018 - 2019,2/05/2019,Jan19_Jun19
1422,POINT Z (153.476983 -27.59215999922485 0),2417,Survey,2/05/2019,Bitou bush,,2018 - 2019,2/05/2019,Jan19_Jun19
1423,POINT Z (153.475905 -27.59259499922482 0),2418,Survey,2/05/2019,Bitou bush,,2018 - 2019,2/05/2019,Jan19_Jun19
1424,POINT Z (153.4762340000001 -27.59348899922481 0),2419,Survey,2/05/2019,Bitou bush,,2018 - 2019,2/05/2019,Jan19_Jun19
1425,POINT Z (153.4762400000001 -27.59363799922479 0),2420,Survey,2/05/2019,Bitou bush,,2018 - 2019,2/05/2019,Jan19_Jun19
1426,POINT Z (153.4761130000001 -27.5936549992248 0),2421,Survey,2/05/2019,Bitou bush,,2018 - 2019,2/05/2019,Jan19_Jun19
1427,POINT Z (153.476079 -27.59402699922482 0),2422,Survey,2/05/2019,Bitou bush,,2018 - 2019,2/05/2019,Jan19_Jun19
1428,POINT Z (153.4760460000001 -27.59376199922481 0),2423,Survey,2/05/2019,Bitou bush,,2018 - 2019,2/05/2019,Jan19_Jun19
1429,POINT Z (153.4759060000001 -27.59354099922481 0),2424,Survey,2/05/2019,Bitou bush,,2018 - 2019,2/05/2019,Jan19_Jun19
1430,POINT Z (153.4758720000001 -27.59355499922481 0),2425,Survey,2/05/2019,Bitou bush,,2018 - 2019,2/05/2019,Jan19_Jun19
1431,POINT Z (153.4761840000001 -27.59379799922479 0),2426,Survey,2/05/2019,Bitou bush,,2018 - 2019,2/05/2019,Jan19_Jun19
1432,POINT Z (153.4761090000001 -27.59467599922476 0),2427,Survey,2/05/2019,Bitou bush,,2018 - 2019,2/05/2019,Jan19_Jun19
1433,POINT Z (153.4761030000001 -27.59454799922479 0),2428,Survey,2/05/2019,Bitou bush,,2018 - 2019,2/05/2019,Jan19_Jun19
1434,POINT Z (153.4760950000001 -27.59447599922475 0),2429,Survey,2/05/2019,Bitou bush,,2018 - 2019,2/05/2019,Jan19_Jun19
1435,POINT Z (153.476122 -27.59440999922482 0),2430,Survey,2/05/2019,Bitou bush,,2018 - 2019,2/05/2019,Jan19_Jun19
1436,POINT Z (153.4761980000001 -27.59416499922482 0),2431,Survey,2/05/2019,Bitou bush,,2018 - 2019,2/05/2019,Jan19_Jun19
1437,POINT Z (153.4876200000001 -27.55794799922547 0),2432,Survey,2/05/2019,Bitou bush,,2018 - 2019,2/05/2019,Jan19_Jun19
1438,POINT Z (153.487388 -27.55701599922551 0),2433,Survey,2/05/2019,Bitou bush,,2018 - 2019,2/05/2019,Jan19_Jun19
1439,POINT Z (153.4756860000001 -27.59160899922482 0),2434,Survey,2/05/2019,Bitou bush,,2018 - 2019,2/05/2019,Jan19_Jun19
1440,POINT Z (153.4752340000001 -27.59441999922478 0),2435,Survey,2/05/2019,Bitou bush,,2018 - 2019,2/05/2019,Jan19_Jun19
1441,POINT Z (153.475538 -27.59454299922475 0),2436,Survey,2/05/2019,Bitou bush,,2018 - 2019,2/05/2019,Jan19_Jun19
1442,POINT Z (153.4757070000001 -27.59565399922478 0),2437,Survey,2/05/2019,Bitou bush,,2018 - 2019,2/05/2019,Jan19_Jun19
1443,POINT Z (153.475534 -27.59541599922475 0),2438,Survey,2/05/2019,Bitou bush,,2018 - 2019,2/05/2019,Jan19_Jun19
1444,POINT Z (153.475938 -27.59250499922482 0),2439,Treatment,2/05/2019,Bitou bush,,2018 - 2019,2/05/2019,Jan19_Jun19
1445,POINT Z (153.4757540000001 -27.59285699922484 0),2440,Survey,2/05/2019,Bitou bush,,2018 - 2019,2/05/2019,Jan19_Jun19
1446,POINT Z (153.47608 -27.59317499922482 0),2441,Survey,2/05/2019,Bitou bush,,2018 - 2019,2/05/2019,Jan19_Jun19
1447,POINT Z (153.475996 -27.59321999922483 0),2442,Treatment,2/05/2019,Bitou bush,,2018 - 2019,2/05/2019,Jan19_Jun19
1448,POINT Z (153.4754750000001 -27.59391299922477 0),2443,Survey,2/05/2019,Bitou bush,,2018 - 2019,2/05/2019,Jan19_Jun19
1449,POINT Z (153.4758880000001 -27.59451899922476 0),2444,Survey,2/05/2019,Bitou bush,,2018 - 2019,2/05/2019,Jan19_Jun19
1450,POINT Z (153.4758890000001 -27.59463899922479 0),2445,Survey,2/05/2019,Bitou bush,,2018 - 2019,2/05/2019,Jan19_Jun19
1451,POINT Z (153.476027 -27.59551099922474 0),2446,Survey,2/05/2019,Bitou bush,,2018 - 2019,2/05/2019,Jan19_Jun19
1452,POINT Z (153.47463 -27.59604099922475 0),2447,Survey,2/05/2019,Bitou bush,,2018 - 2019,2/05/2019,Jan19_Jun19
1453,POINT Z (153.4744660000001 -27.59638999922472 0),2448,Survey,2/05/2019,Bitou bush,,2018 - 2019,2/05/2019,Jan19_Jun19
1454,POINT Z (153.4752060000001 -27.59654299922473 0),2449,Survey,2/05/2019,Bitou bush,,2018 - 2019,2/05/2019,Jan19_Jun19
1455,POINT Z (153.475358 -27.59667399922473 0),2450,Survey,2/05/2019,Bitou bush,,2018 - 2019,2/05/2019,Jan19_Jun19
1456,POINT Z (153.475409 -27.59657899922475 0),2451,Treatment,2/05/2019,Bitou bush,,2018 - 2019,2/05/2019,Jan19_Jun19
1457,POINT Z (153.4751070000001 -27.59626499922476 0),2452,Survey,2/05/2019,Bitou bush,,2018 - 2019,2/05/2019,Jan19_Jun19
1458,POINT Z (153.475309 -27.59638599922472 0),2453,Survey,2/05/2019,Bitou bush,,2018 - 2019,2/05/2019,Jan19_Jun19
1459,POINT Z (153.475272 -27.59634999922476 0),2454,Survey,2/05/2019,Bitou bush,,2018 - 2019,2/05/2019,Jan19_Jun19
1460,POINT Z (153.4752020000001 -27.59656399922473 0),2455,Survey,2/05/2019,Bitou bush,,2018 - 2019,2/05/2019,Jan19_Jun19
1461,POINT Z (153.4754150000001 -27.59672799922471 0),2456,Survey,2/05/2019,Bitou bush,,2018 - 2019,2/05/2019,Jan19_Jun19
1462,POINT Z (153.4743750000001 -27.59773199922472 0),2457,Survey,2/05/2019,Bitou bush,,2018 - 2019,2/05/2019,Jan19_Jun19
1463,POINT Z (153.5125160000001 -27.42346099922802 0),2458,Survey,3/05/2019,Bitou bush,,2018 - 2019,3/05/2019,Jan19_Jun19
1464,POINT Z (153.4460770000001 -27.39169399922863 0),2459,Survey,3/05/2019,Bitou bush,,2018 - 2019,3/05/2019,Jan19_Jun19
1465,POINT Z (153.4873090000001 -27.55707199922549 0),2460,Survey,2/05/2019,Bitou bush,,2018 - 2019,2/05/2019,Jan19_Jun19
1466,POINT Z (153.4873270000001 -27.55752199922546 0),2461,Survey,2/05/2019,Bitou bush,,2018 - 2019,2/05/2019,Jan19_Jun19
1467,POINT Z (153.487648 -27.55757599922549 0),2462,Survey,2/05/2019,Bitou bush,,2018 - 2019,2/05/2019,Jan19_Jun19
1468,POINT Z (153.4754570000001 -27.59578899922478 0),2463,Survey,2/05/2019,Bitou bush,,2018 - 2019,2/05/2019,Jan19_Jun19
1469,POINT Z (153.4747440000001 -27.59581499922477 0),2464,Survey,2/05/2019,Bitou bush,,2018 - 2019,2/05/2019,Jan19_Jun19
1470,POINT Z (153.4747510000001 -27.59587399922478 0),2465,Survey,2/05/2019,Bitou bush,,2018 - 2019,2/05/2019,Jan19_Jun19
1471,POINT Z (153.474907 -27.59598399922472 0),2466,Survey,2/05/2019,Bitou bush,,2018 - 2019,2/05/2019,Jan19_Jun19
1472,POINT Z (153.4752400000001 -27.59612199922478 0),2467,Survey,2/05/2019,Bitou bush,,2018 - 2019,2/05/2019,Jan19_Jun19
1473,POINT Z (153.4752500000001 -27.59618999922478 0),2468,Survey,2/05/2019,Bitou bush,,2018 - 2019,2/05/2019,Jan19_Jun19
1474,POINT Z (153.4752320000001 -27.59658899922472 0),2469,Survey,2/05/2019,Bitou bush,,2018 - 2019,2/05/2019,Jan19_Jun19
1475,POINT Z (153.475361 -27.59664899922474 0),2470,Survey,2/05/2019,Bitou bush,,2018 - 2019,2/05/2019,Jan19_Jun19
1476,POINT Z (153.475352 -27.59669899922472 0),2471,Survey,2/05/2019,Bitou bush,,2018 - 2019,2/05/2019,Jan19_Jun19
1477,POINT Z (153.4744330000001 -27.59620899922473 0),2472,Survey,2/05/2019,Bitou bush,,2018 - 2019,2/05/2019,Jan19_Jun19
1478,POINT Z (153.446901 -27.3921069992286 0),2473,Survey,3/05/2019,Bitou bush,,2018 - 2019,3/05/2019,Jan19_Jun19
1479,POINT Z (153.475312 -27.59555399922474 0),2474,Survey,2/05/2019,Bitou bush,,2018 - 2019,2/05/2019,Jan19_Jun19
1480,POINT Z (153.4748940000001 -27.59597999922474 0),2475,Survey,2/05/2019,Bitou bush,,2018 - 2019,2/05/2019,Jan19_Jun19
1481,POINT Z (153.4753030000001 -27.59649499922473 0),2476,Survey,2/05/2019,Bitou bush,,2018 - 2019,2/05/2019,Jan19_Jun19
1482,POINT Z (153.4743990000001 -27.59635799922475 0),2477,Survey,2/05/2019,Bitou bush,,2018 - 2019,2/05/2019,Jan19_Jun19
1483,POINT Z (153.446355 -27.39378699922859 0),2478,Survey,2/05/2019,Bitou bush,,2018 - 2019,2/05/2019,Jan19_Jun19
1484,POINT Z (153.4528340000001 -27.38915199922867 0),2479,Survey,2/05/2019,Bitou bush,,2018 - 2019,2/05/2019,Jan19_Jun19
1485,POINT Z (153.45177 -27.38983299922865 0),2480,Survey,2/05/2019,Bitou bush,,2018 - 2019,2/05/2019,Jan19_Jun19
1486,POINT Z (153.4469260000001 -27.3921109992286 0),2481,Survey,3/05/2019,Bitou bush,,2018 - 2019,3/05/2019,Jan19_Jun19
1487,POINT Z (153.4519210000001 -27.38972499922863 0),2482,Survey,3/05/2019,Bitou bush,,2018 - 2019,3/05/2019,Jan19_Jun19
1488,POINT Z (153.4496160000001 -27.39427399922855 0),2483,Survey,3/05/2019,Bitou bush,,2018 - 2019,3/05/2019,Jan19_Jun19
1489,POINT Z (153.4518820000001 -27.38974899922863 0),2484,Survey,3/05/2019,Bitou bush,,2018 - 2019,3/05/2019,Jan19_Jun19
1490,POINT Z (153.4487800000001 -27.39384999922854 0),2485,Survey,2/05/2019,Bitou bush,,2018 - 2019,2/05/2019,Jan19_Jun19
1491,POINT Z (153.451584 -27.38967299922865 0),2486,Survey,2/05/2019,Bitou bush,,2018 - 2019,2/05/2019,Jan19_Jun19
1492,POINT Z (153.4487290000001 -27.39389699922859 0),2487,Survey,2/05/2019,Bitou bush,,2018 - 2019,2/05/2019,Jan19_Jun19
1493,POINT Z (153.4486900000001 -27.39378599922859 0),2488,Survey,2/05/2019,Bitou bush,,2018 - 2019,2/05/2019,Jan19_Jun19
1494,POINT Z (153.073697 -25.83589499925923 0),2489,Survey,7/05/2019,Bitou bush,,2018 - 2019,7/05/2019,Jan19_Jun19
1495,POINT Z (153.073659 -25.83666499925926 0),2490,Survey,7/05/2019,Bitou bush,,2018 - 2019,7/05/2019,Jan19_Jun19
1496,POINT Z (153.0714350000001 -25.83530999925925 0),2491,Survey,7/05/2019,Bitou bush,,2018 - 2019,7/05/2019,Jan19_Jun19
1497,POINT Z (153.0725210000001 -25.8372239992592 0),2492,Survey,7/05/2019,Bitou bush,,2018 - 2019,7/05/2019,Jan19_Jun19
1498,POINT Z (153.0718370000001 -25.83487899925926 0),2493,Survey,7/05/2019,Bitou bush,,2018 - 2019,7/05/2019,Jan19_Jun19
1499,POINT Z (153.072896 -25.83786299925922 0),2494,Survey,7/05/2019,Bitou bush,,2018 - 2019,7/05/2019,Jan19_Jun19
1500,POINT Z (153.0730490000001 -25.83848799925917 0),2495,Survey,7/05/2019,Bitou bush,,2018 - 2019,7/05/2019,Jan19_Jun19
1501,POINT Z (153.0728230000001 -25.83965899925919 0),2496,Survey,7/05/2019,Bitou bush,,2018 - 2019,7/05/2019,Jan19_Jun19
1502,POINT Z (153.074059 -25.83984999925917 0),2497,Survey,7/05/2019,Bitou bush,,2018 - 2019,7/05/2019,Jan19_Jun19
1503,POINT Z (153.0742770000001 -25.84076399925917 0),2498,Survey,7/05/2019,Bitou bush,,2018 - 2019,7/05/2019,Jan19_Jun19
1504,POINT Z (153.0736360000001 -25.84101899925914 0),2499,Survey,7/05/2019,Bitou bush,,2018 - 2019,7/05/2019,Jan19_Jun19
1505,POINT Z (153.0737160000001 -25.84061399925915 0),2500,Survey,7/05/2019,Bitou bush,,2018 - 2019,7/05/2019,Jan19_Jun19
1506,POINT Z (153.0734910000001 -25.84128899925915 0),2501,Survey,7/05/2019,Bitou bush,,2018 - 2019,7/05/2019,Jan19_Jun19
1507,POINT Z (153.0732630000001 -25.84129699925912 0),2502,Survey,7/05/2019,Bitou bush,,2018 - 2019,7/05/2019,Jan19_Jun19
1508,POINT Z (153.0730040000001 -25.84182199925915 0),2503,Survey,7/05/2019,Bitou bush,,2018 - 2019,7/05/2019,Jan19_Jun19
1509,POINT Z (153.0738110000001 -25.84287499925908 0),2504,Survey,7/05/2019,Bitou bush,,2018 - 2019,7/05/2019,Jan19_Jun19
1510,POINT Z (153.074422 -25.84274299925908 0),2505,Survey,7/05/2019,Bitou bush,,2018 - 2019,7/05/2019,Jan19_Jun19
1511,POINT Z (153.0744340000001 -25.84390099925908 0),2506,Survey,7/05/2019,Bitou bush,,2018 - 2019,7/05/2019,Jan19_Jun19
1512,POINT Z (153.0745470000001 -25.8441199992591 0),2507,Survey,7/05/2019,Bitou bush,,2018 - 2019,7/05/2019,Jan19_Jun19
1513,POINT Z (153.074608 -25.84442499925906 0),2508,Survey,7/05/2019,Bitou bush,,2018 - 2019,7/05/2019,Jan19_Jun19
1514,POINT Z (153.0746630000001 -25.84467299925906 0),2509,Survey,7/05/2019,Bitou bush,,2018 - 2019,7/05/2019,Jan19_Jun19
1515,POINT Z (153.0747200000001 -25.84500299925907 0),2510,Survey,7/05/2019,Bitou bush,,2018 - 2019,7/05/2019,Jan19_Jun19
1516,POINT Z (153.0744400000001 -25.84494599925904 0),2511,Survey,7/05/2019,Bitou bush,,2018 - 2019,7/05/2019,Jan19_Jun19
1517,POINT Z (153.0751770000001 -25.84791399925899 0),2512,Survey,7/05/2019,Bitou bush,,2018 - 2019,7/05/2019,Jan19_Jun19
1518,POINT Z (153.0752620000001 -25.84790099925901 0),2513,Survey,7/05/2019,Bitou bush,,2018 - 2019,7/05/2019,Jan19_Jun19
1519,POINT Z (153.0752900000001 -25.84931499925895 0),2514,Survey,7/05/2019,Bitou bush,,2018 - 2019,7/05/2019,Jan19_Jun19
1520,POINT Z (153.07519 -25.84938299925896 0),2515,Survey,7/05/2019,Bitou bush,,2018 - 2019,7/05/2019,Jan19_Jun19
1521,POINT Z (153.07519 -25.84934299925899 0),2516,Survey,7/05/2019,Bitou bush,,2018 - 2019,7/05/2019,Jan19_Jun19
1522,POINT Z (153.0750690000001 -25.84912399925897 0),2517,Survey,7/05/2019,Bitou bush,,2018 - 2019,7/05/2019,Jan19_Jun19
1523,POINT Z (153.075044 -25.84907099925901 0),2518,Treatment,7/05/2019,Bitou bush,,2018 - 2019,7/05/2019,Jan19_Jun19
1524,POINT Z (153.074916 -25.84890499925897 0),2519,Survey,7/05/2019,Bitou bush,,2018 - 2019,7/05/2019,Jan19_Jun19
1525,POINT Z (153.0840810000001 -25.88483699925825 0),2520,Survey,7/05/2019,Bitou bush,,2018 - 2019,7/05/2019,Jan19_Jun19
1526,POINT Z (153.088194 -25.89457599925806 0),2521,Survey,7/05/2019,Bitou bush,,2018 - 2019,7/05/2019,Jan19_Jun19
1527,POINT Z (153.0882240000001 -25.89462499925806 0),2522,Survey,7/05/2019,Bitou bush,,2018 - 2019,7/05/2019,Jan19_Jun19
1528,POINT Z (153.0882620000001 -25.89460999925804 0),2523,Survey,7/05/2019,Bitou bush,,2018 - 2019,7/05/2019,Jan19_Jun19
1529,POINT Z (153.0874620000001 -25.89591899925801 0),2524,Survey,7/05/2019,Bitou bush,,2018 - 2019,7/05/2019,Jan19_Jun19
1530,POINT Z (153.088015 -25.89475299925807 0),2525,Survey,7/05/2019,Bitou bush,,2018 - 2019,7/05/2019,Jan19_Jun19
1531,POINT Z (153.088601 -25.896478999258 0),2526,Survey,7/05/2019,Bitou bush,,2018 - 2019,7/05/2019,Jan19_Jun19
1532,POINT Z (153.0883950000001 -25.89808999925799 0),2527,Survey,7/05/2019,Bitou bush,,2018 - 2019,7/05/2019,Jan19_Jun19
1533,POINT Z (153.1768940000001 -25.95294599925684 0),2528,Treatment,8/05/2019,Bitou bush,,2018 - 2019,8/05/2019,Jan19_Jun19
1534,POINT Z (153.1782920000001 -25.95028199925691 0),2529,Survey,8/05/2019,Bitou bush,,2018 - 2019,8/05/2019,Jan19_Jun19
1535,POINT Z (153.1779720000001 -25.94929799925693 0),2530,Treatment,8/05/2019,Bitou bush,,2018 - 2019,8/05/2019,Jan19_Jun19
1536,POINT Z (153.185376 -25.93815699925714 0),2531,Survey,8/05/2019,Bitou bush,,2018 - 2019,8/05/2019,Jan19_Jun19
1537,POINT Z (153.1848070000001 -25.93796799925718 0),2532,Survey,8/05/2019,Bitou bush,,2018 - 2019,8/05/2019,Jan19_Jun19
1538,POINT Z (153.070144 -26.25380999925078 0),2533,Treatment,9/05/2019,Bitou bush,,2018 - 2019,9/05/2019,Jan19_Jun19
1539,POINT Z (153.0941790000001 -26.16089399925264 0),2534,Treatment,9/05/2019,Bitou bush,,2018 - 2019,9/05/2019,Jan19_Jun19
1540,POINT Z (153.1414830000001 -26.02901199925535 0),2535,Survey,9/05/2019,Bitou bush,,2018 - 2019,9/05/2019,Jan19_Jun19
1541,POINT Z (153.1417090000001 -26.02900699925534 0),2536,Survey,9/05/2019,Bitou bush,,2018 - 2019,9/05/2019,Jan19_Jun19
1542,POINT Z (153.1409120000001 -26.0291829992553 0),2537,Survey,9/05/2019,Bitou bush,,2018 - 2019,9/05/2019,Jan19_Jun19
1543,POINT Z (153.1569890000001 -25.99489699925605 0),2538,Survey,9/05/2019,Bitou bush,,2018 - 2019,9/05/2019,Jan19_Jun19
1544,POINT Z (153.1569880000001 -25.99476299925604 0),2539,Survey,9/05/2019,Bitou bush,,2018 - 2019,9/05/2019,Jan19_Jun19
1545,POINT Z (153.1646410000001 -25.97970699925632 0),2540,Survey,9/05/2019,Bitou bush,,2018 - 2019,9/05/2019,Jan19_Jun19
1546,POINT Z (153.1642430000001 -25.97950899925632 0),2541,Survey,9/05/2019,Bitou bush,,2018 - 2019,9/05/2019,Jan19_Jun19
1547,POINT Z (153.167724 -25.97220199925651 0),2542,Survey,9/05/2019,Bitou bush,,2018 - 2019,9/05/2019,Jan19_Jun19
1548,POINT Z (153.1676510000001 -25.97220199925651 0),2543,Survey,9/05/2019,Bitou bush,,2018 - 2019,9/05/2019,Jan19_Jun19
1549,POINT Z (153.171193 -25.96573999925663 0),2544,Survey,9/05/2019,Bitou bush,,2018 - 2019,9/05/2019,Jan19_Jun19
1550,POINT Z (153.106834 -25.92125599925752 0),2545,Treatment,7/05/2019,Bitou bush,,2018 - 2019,7/05/2019,Jan19_Jun19
1551,POINT Z (153.1085800000001 -25.92342699925746 0),2546,Treatment,7/05/2019,Bitou bush,,2018 - 2019,7/05/2019,Jan19_Jun19
1552,POINT Z (153.1085270000001 -25.92348899925747 0),2547,Treatment,7/05/2019,Bitou bush,,2018 - 2019,7/05/2019,Jan19_Jun19
1553,POINT Z (153.1158360000001 -25.93336099925724 0),2548,Survey,10/05/2019,Bitou bush,,2018 - 2019,10/05/2019,Jan19_Jun19
1554,POINT Z (153.114186 -25.93116499925732 0),2549,Survey,10/05/2019,Bitou bush,,2018 - 2019,10/05/2019,Jan19_Jun19
1555,POINT Z (153.1129360000001 -25.92982899925737 0),2550,Survey,10/05/2019,Bitou bush,,2018 - 2019,10/05/2019,Jan19_Jun19
1556,POINT Z (153.178071 -25.95106599925692 0),2551,Survey,8/05/2019,Bitou bush,,2018 - 2019,8/05/2019,Jan19_Jun19
